fm_id,RecordID,Title,alt_title,language,d1,m1,y1,d2,m2,y2,format,publication_place_fk
2148,9992140105701488,Physica,Elementa geographiae/De astronomia theoretica/Tractatus de electricitate/De magnete/Tractatus de meteoris/Tractatus de sono,Latin,0,0,1785,0,0,1785,195 x 120  mm.,2
2149,9992140106801488,Metaphysica,Elementa metaphisices/Tractatus de metaphysica,Latin,0,0,1785,0,0,1785,190 x 120  mm.,2
2150,9992140134901488,Physica,Tractatus de lumine/Tractatus de hydrostatica/De hydrostatica,Latin,0,0,1771,0,0,1772,190 x 125  mm.,2
2151,9992140181501488,Physica,Elementa astronomiae/Tractatus de calendario ecclesiastico/Tractatus de igne,Latin,0,0,1775,0,0,1775,195 x 165 mm.,2
2152,9992140182701488,Arithmetica. Geometria,Tractatus de arithmetica/Tractatus de geometria,Latin,0,0,1773,0,0,1773,200 x 165 mm.,2
2153,9992140188701488,Physica,"Hydrostatica, aer et sonus/Tractatus de hydrostatica, de aere et de sono",Latin,0,0,1779,0,0,1780,205 x 165 mm.,2
2154,9992140195101488,Ethica,"Ethica Dictata A Reverendo D: Gerard Professore primario Porcensi, ymae Octobris Scripta ab Ivone Josepho Poullet Mechliniensi/Ethica dictata a Reverendo D[omino] Gerard professore primario Porcensi [pri]mae octobris Scripta ab Ivone Josepho Poullet Mechliniensi",Latin,0,0,1779,0,0,1780,205 x 165 mm.,2
2155,9992140338901488,Physica,Quaestiones de lumine/Tractatus de lumine,Latin,0,0,1780,0,0,1780,205 x 168  mm.,2
2156,9992140339801488,Physica,Tractatus de electricitate,Latin,0,0,1780,0,0,1780,202 x 1658  mm.,2
2157,9992140340101488,Physca,Tractatus de gravitate,Latin,0,0,1780,0,0,1780,250 x 170  mm.,2
2158,9992140348301488,Metaphysica,Tractatus de metaphysica/Tractatus de Metaphysica Dictatus a venerabili Viro D: D: Minckelaers A° 1777 et 1778/Tractatus de metaphysica dictatus a venerabili viro D[omino] D[omino] Minckelaers A[nn]° 1777 et 1778,Latin,0,0,1777,0,0,1778,210 x 165  mm.,2
2159,9992140588701488,Physica. Metaphysica,Phijsicæ Pars Prima quam dictante amplissimo ac doctissimo D: coquette philosophiæ professore primario. scripsit Maximilianus josephus Plischart hannomontanus hac 16 7bris anni 1738/Physicae pars prima quam dictante amplissimo ac doctissimo D[omino] Coquette philosophiae professore primario. Scripsit Maximilianus Josephus Plischart Hannomontanus hac 16 [septem]bris anni 1738/Phijsicæ pars secunda Data a C: ac D Domino amand professore 2dario scripta autem a m: j: plischart hannomontos 17: 7bris anni 1738/Physicae pars secunda data a C. ac D[omino] Domino Amand professore [secun]dario. Scripta autem a M: J: Plischart Hannomonto 17: [septem]bris anni 1738/Metaphijsica,Latin,0,0,1738,0,0,1739,197 x 165 mm.,2
2160,9992140593401488,Physica,Tractatus de aere/Tractatus de sono/Tractatus de meteoris/Tractatus de igne,Latin,0,0,1770,0,0,1770,195 x 165  mm.,2
2161,9992146148901488,De sacramentis,Tractatus de sacramentis in genere,Latin,0,0,1701,0,0,1797,233 x 170  mm.,2
2162,9992146151501488,Physica,Geometria. Arithmetica/Quæstiones cum solutionibus de Geometriâ et Arithmeticâ Lovanii/Quaestiones cum solutionibus de Geometria et Arithmetica Lovanii,Latin,0,0,1787,0,0,1787,193 x 120  mm.,2
2163,9992146292801488,Physiologiae tractatus,0,Latin,0,0,1786,0,0,1786,193 x 120 mm.,2
2164,9992146296101488,Classia nutrientium,0,Latin,0,0,1786,0,0,1786,200 x 124 mm.,2
2165,9992146318201488,Physica,Tractatus de motu corporum Lahaije/Tractatus de gravitate corporum terrestrium/Tractatus de maechanica/Tractatus de hijdrostatica,Latin,0,0,1777,0,0,1778,190 x 135  mm.,2
2166,9992146321001488,Physica,Tractatus astronomiæ Franciscus josephus Lahaije Huensis 1777/Tractatus geographiæ,Latin,0,0,1777,0,0,1778,192 x 135  mm.,2
2167,9992146323901488,Metaphysica,Ontologia LaHaije/Tractatus de Theodicea franciscus josephus lahaije 1777/Tractatus de psijchologia franciscus josephuys Lahaije 1777 Vivat Falco,Latin,0,0,1777,0,0,1777,190 x 160  mm.,2
2168,9992146339701488,Commentarius ad Decretales Gregorii IX [III],"Commentarius ad Decretales Gregorii IX in quo præter jus Pontificium, etian parsim ea continentur quæ moribus et usu fori hodierno obtinent. cum proœmio ad juris ecclesiastici publici cognitionem utilissimo. Lovanii anno 1785",Latin,0,0,1785,0,0,1785,190 x 120  mm.,2
2169,9992146342401488,Commentarius ad Decretales Gregorii IX [II],"Commentarius ad Decretales Gregorii IX in quo præter jus Pontificium, etiam parsim ea continentur quæ moribus et usu fori hodierno obtinent. cum proœmio ad juris ecclesiastici publici cognitionem utilissimo. Lovanii anno 1785",Latin,0,0,1785,0,0,1785,190 x 120  mm.,2
2170,9992146344901488,Commentarius ad Decretales Gregorii IX [I],"Commentarius ad Decretales Gregorii IX in quo præter jus Pontificium, etiam parsim ea continentur quæ moribus et usu fori hodierno obtinent. cum proœmio ad juris ecclesiastici publici cognitionem utilissimo. Lovanii anno 1785",Latin,0,0,1785,0,0,1785,190 x 120  mm.,2
2171,998161350101488,Metaphysica,Tractatus de metaphysica./Tractatus De metaphisica dictatus a Domino Vanodenraute. Scriptus vero a Carolo georgio Wautyer philosopho porcensi anno restitutionis academiae Lovaniensis 1790 1a martii ā fuerat translata bruxellis 1a martii 1788 Josepho 2do germaniae rege.,Latin,0,0,1788,0,0,1790,202 x 160 mm.,2
2172,998296080101488,Logica.,Logica dictata ab eruditissimo DD: Van Horick et partim â Doctissimo DD: Thijsbaert scripta vero â ioanne Dũmon alostiano anno 1761.,Latin,0,0,1761,0,0,1761,210 x 165 mm.,2
2173,9911058340101488,De poësi lyrica. Themata rhetoricae. Quaestiones De cathecismo.,0,Latin,0,0,1791,0,0,1792,191 x 120 mm.,2
2174,9914031280101488,Logica,"Logica realis/Logica sermocinalis/Philosophia pars prima, Seu Logica Realis, item Sermocinalis dictata in Florentissimo Pædagogio Falconis ã Consultissimo Dmo. Van Billoen et Doctissimo Do. Lelivelt in dicto Pædagogio Philosophiae professoribus./Logica",Latin,0,0,1735,0,0,1737,213 x 165 mm.,2
2175,9915089830101488,Logica,"Logicae, realis et sermocinalis./Logicae, realis et sermocinalis, dictatae a Doctissimis D[omi]nis, D[omi]nis Jo[ann]e Guilielmo Van hamondt ex Houpertingen et Matheo Verlat thenensi Pædagogii porcensis professoribus pers[...] Finis anno supra millesimum septingentesimo septuagesimo. Scripsit C: D: huart ex Neerlinter ejusdem Pædagogii alumnus",Latin,0,0,1769,0,0,1770,185 x 150 mm.,2
2176,9922121260101488,Physica,Tractatus de cosmographia/De geographia,Latin,0,0,1767,0,0,1767,188 x 155 mm.,2
2177,9922947680101488,Logica,Tractatus de logica/Tractatus de logica dictatus a d: d: Mottin hanutensi professore primario celeberrimi falconis pædagogii incoeptus die 1a 8bris 1776 et absolutus die martii 8a anni Domini 1777 ; tractatus logicae scriptus a joannes baptista Chapelet montensi alumno falconis 1777,Latin,0,0,1776,0,0,1777,185 x 155 mm.,2
2178,9927563330101488,Physica,De cosmographia,Latin,0,0,1755,0,0,1755,205 x 160 mm.,2
2179,9932447570101488,Physica,"Arithmetica. Geometria./Arithmeticam nec-non Geometriam dictantibus doctis: consultis:que Domino joanne, petro Sauvage, luxemb: J:U:L: doctore ac pphiae profes: primario et eruditis: D: petro, josepho heglen ex noderwyk pphia prof: secundario scripsit in celeber: falc: pædagogio P.C.J. Eelkens Antverp: anno 1769.",Latin,0,0,1769,0,0,1769,195 x 155 mm.,2
2180,9937199870101488,Physica,Geometria. Arithmetica,Latin,0,0,1725,0,0,1725,190 x 150 mm.,2
2181,9977253760101488,Metaphysica.,Tractatus de ontologia/Tractatus de theodicæa/Tractatus de psychologia,Latin,0,0,1781,0,0,1781,200 x 120 mm.,2
2182,9977254090101488,Logica,Tractatus de logica/Tractatus De Logica L: Bertram Scrips:,Latin,0,0,1781,0,0,1783,200 x 120 mm.,2
2183,9977262400101488,Physica,Tractatus de motu corporum,Latin,0,0,1783,0,0,1783,198 x 120 mm.,2
2184,9977262940101488,Physica,Tractatus de aere/Tractatus de sono,Latin,0,0,1783,0,0,1783,198 x 120 mm.,2
2185,9977263370101488,Physica,Tractatus de igne/Tractatus de vaporibus,Latin,0,0,1783,0,0,1783,188 x 120 mm.,2
2186,9977263640101488,Physica,Elementa hydrostaticæ,Latin,0,0,1783,0,0,1783,189 x 120 mm.,2
2187,9977265180101488,Physica,Elementa mechanicæ,Latin,0,0,1782,0,0,1782,197 x 125 mm.,2
2188,9977265700101488,Physica,Physica inchoata à corpore naturali.,Latin,0,0,1783,0,0,1783,198 x 120 mm.,2
2189,9977266570101488,Physica,Elementa astronomiae.,Latin,0,0,1782,0,0,1782,0,2
2190,9977279820101488,Metaphysica.,"Tractatus de metaphysica/Tractatus de Metaphijsica Dictatus partim á Doct: viro D: Santilet, ptim á doct: viro Do: Haen, partim a Doct: viro Do. Do. Liebaert philosophiae profesbus in Lilio.",Latin,0,0,1786,0,0,1787,192 x 120 mm.,2
2191,9977279980101488,Logica.,0,Latin,0,0,1667,0,0,1667,210 x 150 mm.,2
2192,9977310530101488,Physica,Tractatus de motu corporum/Tractatus de motu corporum Dictatus a Doctso ac venerabili viro Ro Dnõ Verdbois 1787. Ad usum B. J. D. Gheersen Furnensis Liliensis alumni.,Latin,0,0,1787,0,0,1787,192 x 120 mm.,2
2193,9977312870101488,Metaphysica.,Tractatus de metaphysica./Tractatus de Methaphijsicæ.,Latin,0,0,1780,0,0,1781,195 x 155 mm.,2
2194,9977313230101488,Metaphysica,Dictata metaphysicalia/Dictata metaphijsicalia scripta sub Doctissimo Domino Domino Guillielmo Philippi Juris utriusque nec non medicine licentiato ac philosophie professore primario. Alexander vander Goos Antuerpiensis Anno 1639.,Latin,0,0,1639,0,0,1639,205 x 160 mm.,2
2195,9977344860101488,Logica.,0,Latin,0,0,1636,0,0,1636,205 x 155 mm.,2
2196,9977348420101488,Physica,Physica dictata./Phisijca dictata a doctissimo professore nostro Cornez anno 1750.,Latin,0,0,1750,0,0,1750,190 x 155 mm.,2
2197,9977372040101488,Physica,Tractatus de motu corporum./Tractatus De Motu corporum a JB Pirmez phphiæ auditore.,Latin,0,0,1732,0,0,1733,198 x 125 mm.,2
2198,9977373610101488,Physica.,Caput 1 De Dispositione et Fabrica Ûniversi.,Latin,0,0,1760,0,0,1762,205 x 160 mm.,2
2199,9977426430101488,Physica,Tractatus de gravitate/Tractatus de aere/Tractatus de sono/Tractatus de electricitate./Physica. 2 : Tractatus de gravitate. Tractatus de aere. Tractatus de sono. Tractatus de electricitate,Latin,0,0,1770,0,0,1770,190 x 155 mm.,2
2200,9977440210101488,Physica,Physica dictata./Physica Dictata ab erudissimo D D antonio josepho Englebert ex vilroux Scripta a francisco josepho Gonzalez hannomontana Pædagogii liliensis alumno Anno Domini 1739 Lovanii.,Latin,0,0,1739,0,0,1739,210 x 165 mm.,2
2201,9977449110101488,Metaphysica. Physica.,0,Latin,0,0,1665,0,0,1666,162 x 103 mm.,2
2202,9977468650101488,Logica,Logica realis et sermocinalis./Tractatus de logica,Latin,0,0,1770,0,0,1770,191 x 155 mm.,2
2203,9977481560101488,Physica,"Tractatus de motu corporum/Tractatus de motu corporum, dictatus a doctissimo domino d: timmermans celeberrimi pædagogii Castrensis professore secundario, scriptus a benedicto van overloop ejusdem logico anno 1771.",Latin,0,0,1771,0,0,1771,180 x 150 mm.,2
2204,9977521810101488,Metaphysica,Tractatus de metaphysica./Elementa metaphysicæ,Latin,0,0,1751,0,0,1797,205 x 160 mm.,2
2205,9977549140101488,Metaphysica. Physica.,Tractatus in phijsicam Anno 1686. Tractatus in metaphijsicam Anno Domini 1687 30 Aprilis./Tractatus in physicam. Tractatus in metaphysicam,Latin,0,0,1686,0,0,1687,214 x 165 mm.,2
2206,9977590330101488,Metaphysica,Dictata metaphysicalia magis principalia./Dictata metaphysicalia magis principalia sub dmo dno Simone Birens Woenselensi S.T.B. f. Phi[losophi]æ professore primario in pedagogio Castri scribebat Ogerus Bronckart ex Goreux Ao 1651.,Latin,0,0,1651,0,0,1651,210 x 160 mm.,2
2207,9977608360101488,Logica,Logica sermocinalis.,Latin,0,0,1750,0,0,1752,210 x 165 mm.,2
2208,9977620970101488,Physica.,0,Latin,0,0,1758,0,0,1759,205 x 165 mm.,2
2209,9977638180101488,Logica,"Logicæ utraque pars./Logicæ utraque pars dictata in celeberrimo pædagogio Falconensi, Scripta vero per michaëlem van Aerschot Diesthemiensem. a° 1763/Logicæ utraque pars Dictata in celeberrimo pædagogio Falconensi, scripta vero per michaëlem Van Aerschot Diesthemiensem A° 1763.",Latin,0,0,1761,0,0,1763,215 x160 mm.,2
2210,9977654930101488,Logica. Ethica.,Pars 2da logices. Ethica./Pars secunda logices. Ethica/Logica sermocinalis et Ethica,Latin,0,0,1768,0,0,1769,192 x 160 mm.,2
2211,9977672720101488,Physica,"Physices. 2 : Tractatus de mechanica. Tractatus de hydrostatica. Tractatus de gravitate./Physices, pars secunda, sive Mechanica, dictã á doctissimo Domino Hermans, Thenensi, Philosophiæ in Pedagogio Falconis Professore secundario ; scripta à Joanne Cypriano Schruers Bruxellensi, ejusdem Pedagogii Philosopho anno 1771./Tractatus de mechanica. Tractatus de hydrostatica. Tractatus de gravitate",Latin,0,0,1771,0,0,1771,195 x 155 mm.,2
2212,9977675380101488,Physica,"Physices. 10 : Tractatus de meteoris./Physices pars decima, de Meteoris dictata a doctissimo Domino Mottin Hannutensi, Philosophiæ in Pedagogio Falconis Professore Primario scripta à Joannes Cypriano Schruers Bruxellensi, ejusdem Pedagogii Philosopho anno 1772./Tractatus de meteoris",Latin,0,0,1772,0,0,1772,195 x 155 mm.,2
2213,9977686300101488,Physica,Tractatus de motu/Tractatus de motu datus a Domino Domino doc[tissim]mo Vanhaek p[rofes]sore secundario in pædagogio falconis anno 1781.,Latin,0,0,1781,0,0,1781,190 x 120 mm.,2
2214,9977720580101488,Commentarius in partem primam S. Thomae.,"In primam partem D. Thomae commentaria, de Sancta Trinitate, Creatione in genere, et Angelis/Theologia",Latin,0,0,1601,0,0,1601,315 x 210 mm.,2
2215,9977731120101488,"Tractatus de sacramentis in genere, de baptismo et de confirmatione.",0,Latin,0,0,1601,0,0,1601,315 x 210 mm.,2
2216,9977739730101488,Physica. Metaphysica,Physica & metaphysica Aristotelis./Physica et metaphysica Aristotelis,Latin,0,0,1651,0,0,1652,210 x 160 mm.,2
2217,9977764740101488,Physica,Dictata physicalia magis principalia./Dictata phijsicalia magis p[rinci]palia sub Doctissimo D[omi]no D[omi]no Arnoldo mennekens zulreno Sacrae Theologiae Baccalaureo formato nec non celeberrimi pædagogii porcensis professore primario scribebat martinus Willems ex Diepenbeeke Anno D[omi]ni 1660./Physica,Latin,0,0,1659,0,0,1660,210 x 160 mm.,2
2218,9977783060101488,Physica,Annotata physices et metaphysices./Physica et metaphysica,Latin,0,0,1663,0,0,1664,205 x 160 mm.,2
2219,9977786480101488,Physica,Dictata physicalia magis principalia. Dictata minus principalia./Dictata physicalia magis p[rinci]palia sub Doctissimo Domino D[omin]o Arnoldo Mennekens Zulreno Philosophiæ professore primario scribebat Ioannes de Masonge Cinacensis Physicus 1634.,Latin,0,0,1634,0,0,1634,223 x 155 mm.,2
2220,9977803120101488,Logica. Metaphysica,Universa philosophia et logica Aristotelis.,Latin,0,0,1659,0,0,1660,210 x 160 mm.,2
2221,9978955270101488,Logica.,Logica sub amplissimo vero dño Roberto a Noúilia Sacra. theologia. Licentiato metropolitana. Cameracensis Canonico Artium facultatis Decano philosophia. In famosissimo falconis pa.dagogio professore primario etc: sCrIpsIt Me GeorgIVs IVDoIgne phILosophVs TVngrensIs./Physica Aristotelis. Logica Aristotelis/Physica. Logica,Latin,0,0,1677,0,0,1678,210 x 150 mm.,2
2222,9978968940101488,Physica,Dictata physicalia magis et minus principalia./Dictata phijsicalia magis et minus p[rinci]palia Sub doctissimo Domino Arnoldo Mennekens Zulreno S.T.B.F. professore Primario et sub Doctissimo D[omin]no Martini S.T.L. Professore secundario in celeberrimo pædagogio Porcensi Scribebat Iacobus De Wael Antuerpiensis 1656.,Latin,0,0,1656,0,0,1656,207 x 160 mm.,2
2223,9978981200101488,Physica,"Phijsica universi data a Consultissimo DD Grosse Namurano, ac Doctissimo D. D. Hoëx ex Berchem Professoribus in Celeberrimo Pedagogio Porcensi, Scripta vero a Jo[ann]e Lamberto Deponthiere Amaniensi ejus Pedagogii Alumno an: 1732.",Latin,0,0,1732,0,0,1732,212 x 162 mm.,2
2224,9978990300101488,Physica,Physica pars prima,Latin,0,0,1757,0,0,1757,205 x 160 mm.,2
2225,9979601780101488,Physica,"Pars secunda physices sive Tractatus de aere, sono et de igne/Pars 2da physices sive Tractatus De aere, sono et de igne scripti sub Doctissimo D D: Matheo Verlat thenensi pedagogij Porcensis professore secundario ab Henrico Jo[ann]e Van Henis A: B: ejusdem pedagogij Philospho annis 1768 et 1769.",Latin,0,0,1768,0,0,1769,158 x 100 mm.,2
2226,9979740960101488,Physica,"De arithmetica/De arithmetica Tractatus primus dictata per Reverendum ad[modu]m ac Eruditissimum Dominum Wuijts professorem primarium, 4ta 8bris anni 1768 et sequentibus, Scripta veró à JG: Broers collegii porci alumno āō 1768.",Latin,0,0,1768,0,0,1769,192 x 155 mm.,2
2227,9979742740101488,Physica,Tractatus de meteoris/Tractatus de sono,Latin,0,0,1769,0,0,1769,153 x 95 mm.,2
2228,9979901050101488,Physica. Metaphysica,Metaphysica. Cosmographia./Metaphysica et Cosmographia,Latin,0,0,1774,0,0,1775,190 x 160 mm.,2
2229,9979911060101488,Physica,"Tractatus de cosmographia, æstu maris, et astronomia tum Phisica tum positiva/Tractatus de cosmographiâ æstu maris et Astronomiâ tùm Phisicâ tùm Positivâ. Lovanii in scholis artium anno Dmni MDCCLXXI. Ad usum J. G. Quewet Philosphi in Standonck anno 1770",Latin,0,0,1770,0,0,1771,163 x 102 mm.,2
2230,9979915920101488,Physica,Tractatus de cosmographia et geographia./Tractatus de Cosmographia et Geographia dictati a doctisº D D. Van Kessel Porcensis professore secundario 1773.,Latin,0,0,1773,0,0,1773,164 x102 mm.,2
2231,9979944780101488,Physica,Tractatus philosophiæ XV./Tractatus Philosophiæ XV dictati a R:A:DD: Fortune primario & Simons secundario Professoribus &t conscripti à J: M: Gaetshofs ex Heusden Annis 1784 & 1785 & 1786.,Latin,0,0,1784,0,0,1786,204 x 160 mm.,2
2232,9979964850101488,Logica,Tractatus de logica./Tractatus De logica dictatus anno 1778 Joes Lunden antverpiensis.,Latin,0,0,1778,0,0,1778,205 x 170mm.,2
2233,9979967470101488,Ethica,"Tractatus de ethica./Tractatus De ethica, datus a venerabili viro Domino Gerard philosophiae professore primario 1778.",Latin,0,0,1778,0,0,1778,201 x 165 mm.,2
2234,9979976860101488,Physica,Tractatus de igne/Tractatus de sono/Tractatus de meteoris,0,0,0,1779,0,0,1780,203 x 165 mm.,2
2235,9979977170101488,Physica,Tractatus de aëre.,Latin,0,0,1780,0,0,1780,200 x 165 mm.,2
2236,9979977270101488,Physica,Tractatus de hydrostatica.,Latin,0,0,1780,0,0,1780,203 x 165 mm.,2
2237,9979988900101488,Physica,Tractatus de corpore et de motu./Physica : tractatus de corpore et de motu.,Latin,0,0,1779,0,0,1779,200 x 165 mm.,2
2238,9980006270101488,Physica,Tractatus de motu.,Latin,0,0,1795,0,0,1796,193 x 120 mm.,2
2239,9980044110101488,Logica. Metaphysica,"Tractatus de logica, ethica et metaphysica./Tractatus De Logica, Ethica et Metaphijsica scripti a A: J: Jonckers ex Aubel Limburgensi Florentissimi pædagogii Liliensis alumno in alma universitate Lovaniensi anno 1772.",Latin,0,0,1772,0,0,1773,193 x 155 mm.,2
2240,9980058550101488,Dialectica.,Dialectica quam dictante doctissimo ac amplissimo domino domino Beauvois Leodio scritpsit.,Latin,0,0,1763,0,0,1763,210 x 165 mm.,2
2241,9980080650101488,Physica,Tractatus et quaestiones de motu et gravitate./Tractatus & Quæstiones de motu et Gravitate. Lovanii. in pædagogio porcensi A° 1796,Latin,0,0,1796,0,0,1796,200 x 135 mm.,2
2242,9980108010101488,Logica.,0,Latin,0,0,1701,0,0,1797,190 x 145 mm.,2
2243,9980131450101488,Logica,Tractatus de logica./Tractatus de logica Anno 1791./Logica,Latin,0,0,1791,0,0,1791,190 x 120 mm.,2
2244,9980135760101488,Physica,Tractatus in spheram Joannis de Sacro Bosco.,Latin,0,0,1601,0,0,1700,200 x 150 mm.,2
2245,9980147460101488,Physica,Tractatus de mecanica/Tractatus de mechanica/Tractatus de corporum gravitate/Tractatus de hydrostatica.,Latin,0,0,1701,0,0,1797,155 x 100 mm.,2
2246,9980151480101488,Physica,Elementa mechanicæ./Tractatus de mechanica.,Latin,0,0,1751,0,0,1797,190 x 115 mm.,2
2247,9980167940101488,Physica,Physica universi.,Latin,0,0,1750,0,0,1751,205 x 160 mm.,2
2248,9980179140101488,Physica,Tractatus de arithmetica/Tractatus de geometria.,Latin,0,0,1702,0,0,1702,220 x 170 mm.,2
2249,9980180330101488,Physica,Tractatus de astronomia./Tractatus in quo de vero partium universi situ et motu seu de vero mundi systemate inquiritur.,Latin,0,0,1701,0,0,1797,195 x 125 mm.,2
2250,9980184590101488,Physica,Tractatus de sphaera/Tractatus de geographia mathematica/Tractatus de calendario ecclesiastico/Tractatus de meteoris/Sphæra calendario et meteora,Latin,0,0,1701,0,0,1797,190 x 125 mm.,2
2251,9980204150101488,Physica,Elementa mechanicæ.,Latin,0,0,1701,0,0,1797,0,2
2252,9980205280101488,Physica,Tractatus de mundo subterraneo/Tractatus de aqua/Tractatus de igne/Tractatus de aere.,Latin,0,0,1701,0,0,1797,160 x 102 mm.,2
2253,9980783110101488,Physica,Tractatus de meteoris et aere./Tractatus de meteoris et aere scripti a Charolo Bouqueau Nivellensi anno 1786.,Latin,0,0,1786,0,0,1786,198 x 120 mm.,2
2254,9981080110101488,Physica,Tractatus de corpore naturali/Elementa mechanicae.,Latin,0,0,1701,0,0,1797,200 x 120 mm.,2
2255,9981133530101488,Physica,Tractatus de cosmographia/Elementa astronomiae,Latin,0,0,1775,0,0,1775,190 x 160 mm.,2
2256,9983088940101488,Metaphysica,Tractatus de metaphiscæ dictatus ab erudissimo D D. Fortune artium Professore primario pæd: porcensis Lovanii die 2a octobr 1782. hujus libri professor J Ramoen iprensis procensis alumnus,Latin,0,0,1782,0,0,1782,193 x 168 mm.,2
2257,9983089150101488,Physica,Tractatus de motu corporum et sono cum quaestiones./Tractatus de motu corporum et sono. cum quæstiones conscripti Lovanii a J. Corselis Pædagogii falconensis alumno,Latin,0,0,1785,0,0,1785,186 x 118 mm.,2
2258,9983091750101488,Dialectica.,Dialectica Lovaniensis dictata a Domino Revendo Josepho lacman [Divo] in Collegio Athesi divo Nicolaosatio est Emmanuelis Livini Vijnens ex huijsse eamdem scribentis anno 1762,Latin,0,0,1762,0,0,1762,210 x 162 mm.,2
2259,9983125730101488,Tractatus de actibus humanis.,Tractatus De Actibus Humanis. Ex[cellentissi]my D[omi]ni daelman. Anno 1733,Latin,0,0,1733,0,0,1733,210 x 160 mm.,2
2260,9983127850101488,Tractatus de actibus humanis peccatis et legibus.,"Tractatus De actibus humanis peccatis et legibus dictatus ab eximio patre francisco Bruijnincx ordinis magni patris Augustini monasterii Santi petri in monte blandinio professore, almaeque universitatis Lovaniensis Sacrae Theologiae doctore. 1769 1770 1771",Latin,0,0,0,0,0,0,210 x 165 mm.,2
2261,9983137190101488,Tractatus de matrimonio. Tractatus de jure et justitia.,0,Latin,0,0,1768,0,0,1784,210 x 165 mm.,2
2262,9983141220101488,Questiones iuris civilis pro examine baccalaureatûs.,0,Latin,0,0,1751,0,0,1797,0,2
2263,9983142560101488,Prosecutio præcedentis materiæ scilicet Exemplorum Scripturæ Sacræ.,0,Latin/Dutch,0,0,1747,0,0,1747,208 x 160 mm.,2
2264,9983524100101488,Dialectica.,Dialectica seu Manuductio ad Logicam dictata a Doctissimo Domino Joanne Corbion Dialecticæ professore in Gijmnasio S: S: Trinitas Lovanii. Hanc scripsit Petrus van Gils Oosterhoutanus 1705,Latin,0,0,1705,0,0,1705,208 x 160 mm.,2
2265,9983528950101488,De philosophia.,"Dictata Logices Scripta Sub Eruditissimo Dno Do Petro Daman, Sacræ Theologie Licentiato. Nec Non In Pædagogio Lilij Professore Secundario. Scribebat Henricus Van Winde. A° Dni 1661/Dictata Logices scripta sub eruditissimo D[omi]no D[omi]no Petro Daman, Sacrae Theologie licentiato. Nec non In paedagogio Lilij professore secundario. Scribebat Henricus Van Winde. A[nn]° D[omi]ni 1661",Latin,0,0,1661,0,0,1661,208 x 155 mm.,2
2266,9983532560101488,Physica,Physica Pars I./Logica. Physica. Metaphysica./Scribebat Antonius Hermans Schuelensis sub doctissimo d[omi]no Ægidio Martini STL nec non celeberimi pedagogij porcensis professore primario Logicam Anno d[omi]ni 1663,Latin,0,0,1663,0,0,1664,210 x 158 mm.,2
2267,9983686250101488,Logica.,Logicae Lovaniensis tomus primus/Logicæ Lovansiensis tomus primus dictatus à doctissimo Domino Jo[ann]e Bapt[ist]a Goffoul Lovaniensi philosophiæ professore primario 1720. Christophoro Devisscher Bruxellensi auditore,Latin,0,0,1720,0,0,1723,195 x 155 mm.,2
2268,9983694770101488,Logica.,Logicae Lovaniensis tomus secundus./Logicæ Lovaniensis tomus secundus dictatus à doctissimo Domino Ægidio Francisco Audenaert ex Lokeren philosophiæ professore secundario 1720. Christophoro Devisscher Bruxellensi auditore,Latin,0,0,1720,0,0,1723,198 x 155 mm.,2
2269,9983697900101488,Dialectica.,Dialectica sive Manuductio ad logicam dictata a R. Patre M. De Brouwer et scripta ab Allardo Dirven convictore Anno Milesimo septingentesimo quingagesimo sexto,Latin,0,0,1756,0,0,1756,255 x 190 mm.,2
2270,9983730050101488,Physica.,Physica scripta in Florentissimo paedagogio Falconensi a Marco Antonio vanden eede ex hautem S.ti Livini.,Latin,0,0,1724,0,0,1724,208 x 165 mm.,2
2271,9992137275801488,Annotationes in paratitla in quinquaginta libros digestorum authore Claudio de Ferriere scripta. Lovanii anno 1770,0,Latin,0,0,1770,0,0,1770,193 x 125  mm.,2
2272,9992137277301488,Philosophia. Metaphysica,"Philosophia pars prima dictata à doctissimo domino domino Cornet Limburgensi S.T.B.F. artium doctore, & philosophiæ professore primario. Scripta vero à me Judoco Henrico Grondel Casletano pædagogii Liliensis alumno. Lovanii Anno 1746./Philosophia pars secunda dictata à doctissimo domino domino Graven mosætrajectino,  S.T.B. formato et  philosophiæ professore secundario. Scripta vero à me Judoco henrico Grondel Casletano. Lovanii Anno 1746./Metaphijsica dictata à doctissimo domino domino Cornet limburgensi, S.T.B. formato, artium doctore et philosophiæ professore primario. Scripta à me judoco henrico grondel Casletano pædagogii liliensis alumno Anno 1746.",Latin,0,0,1746,0,0,1746,250 x 195 mm.,2
2273,9992137297401488,Physica,"Tractatus de motu/Tractatus de Motu dictatus a R.do D.no P. B. VanderLinden ex Hoolaert; scriptus q: à Petro, Josepho, Verhulst Bruxellensi 1797/Tractatus De Motu dictatus à R.do D.no Petro, Bernardo, Vanderlinden ex Hoolaert in celeberrimo Porcensi pædagogio professore secundario ; scriptusq: à Petro, Josepho Verhulst Supra dicti pædogogii alumno anno 1797",Latin,0,0,1797,0,0,1797,190 x 120  mm.,2
